===2023-06-14 08:38:14===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: -1
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix: False
    mix2: False
    mix3: False
    mix4: False
data_number=[296,888,201,604,137,411,64,192,63,189,43,129,29,87,]
client_nums=[2,2,2,2,2,2,2,]
len_dataset=[3952,2688,1828,856,846,575,391,]
domain number = -1
============ Train epoch 0 ============
 Site-White_utk                     | Train Loss: 2.1947 | Train Acc: 0.1318
 Site-White_utk                     | Val  Loss: 1.7765 | Val  Acc: 0.4061
 Site-White_utk                     | Val  Loss: 1.7379 | Val  Acc: 0.4341
 Site-East_Asian                    | Val  Loss: 1.5877 | Val  Acc: 0.4701
 Site-East_Asian                    | Val  Loss: 1.5900 | Val  Acc: 0.4751
 Site-Indian_utk                    | Val  Loss: 1.5616 | Val  Acc: 0.5604
 Site-Indian_utk                    | Val  Loss: 1.5858 | Val  Acc: 0.5348
 Site-Black_utk                     | Val  Loss: 1.7372 | Val  Acc: 0.4762
 Site-Black_utk                     | Val  Loss: 1.7049 | Val  Acc: 0.4375
 Site-Others_utk                    | Val  Loss: 1.5043 | Val  Acc: 0.6190
 Site-Others_utk                    | Val  Loss: 1.4671 | Val  Acc: 0.6270
 Site-Southeast_Asian               | Val  Loss: 1.7248 | Val  Acc: 0.4643
 Site-Southeast_Asian               | Val  Loss: 1.7337 | Val  Acc: 0.4767
 Site-Middle_Eastern_gan            | Val  Loss: 1.4788 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.6005 | Val  Acc: 0.5345
Average Valid Accuracy: 0.5068
============ Train epoch 43 ============
 Site-White_utk                     | Train Loss: 1.7066 | Train Acc: 0.4324
 Site-White_utk                     | Train Loss: 1.7402 | Train Acc: 0.4133
 Site-East_Asian                    | Train Loss: 1.6508 | Train Acc: 0.4975
 Site-East_Asian                    | Train Loss: 1.5960 | Train Acc: 0.4818
 Site-Indian_utk                    | Train Loss: 1.6138 | Train Acc: 0.5255
 Site-Indian_utk                    | Train Loss: 1.5736 | Train Acc: 0.5450
 Site-Black_utk                     | Train Loss: 1.6520 | Train Acc: 0.4688
 Site-Black_utk                     | Train Loss: 1.6917 | Train Acc: 0.4948
 Site-Others_utk                    | Train Loss: 1.5558 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.4828 | Train Acc: 0.6349
 Site-Southeast_Asian               | Train Loss: 1.6983 | Train Acc: 0.4419
 Site-Southeast_Asian               | Train Loss: 1.4069 | Train Acc: 0.4496
 Site-Middle_Eastern_gan            | Train Loss: 1.0670 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5243 | Train Acc: 0.5172
Average Train Accuracy: 0.5337
 Site-White_utk                     | Val  Loss: 1.7763 | Val  Acc: 0.4670
 Site-White_utk                     | Val  Loss: 1.7319 | Val  Acc: 0.4291
 Site-East_Asian                    | Val  Loss: 1.5841 | Val  Acc: 0.4701
 Site-East_Asian                    | Val  Loss: 1.5901 | Val  Acc: 0.4826
 Site-Indian_utk                    | Val  Loss: 1.5843 | Val  Acc: 0.6044
 Site-Indian_utk                    | Val  Loss: 1.5732 | Val  Acc: 0.5311
 Site-Black_utk                     | Val  Loss: 1.7202 | Val  Acc: 0.5238
 Site-Black_utk                     | Val  Loss: 1.7015 | Val  Acc: 0.4922
 Site-Others_utk                    | Val  Loss: 1.4847 | Val  Acc: 0.6667
 Site-Others_utk                    | Val  Loss: 1.4608 | Val  Acc: 0.6270
 Site-Southeast_Asian               | Val  Loss: 1.7344 | Val  Acc: 0.5000
 Site-Southeast_Asian               | Val  Loss: 1.7330 | Val  Acc: 0.4535
 Site-Middle_Eastern_gan            | Val  Loss: 1.5155 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.5694 | Val  Acc: 0.5345
Average Valid Accuracy: 0.5258
 Best site-White_utk                 | Epoch:43 | Val Acc: 0.4670
 Best site-White_utk                 | Epoch:43 | Val Acc: 0.4291
 Best site-East_Asian                | Epoch:43 | Val Acc: 0.4701
 Best site-East_Asian                | Epoch:43 | Val Acc: 0.4826
 Best site-Indian_utk                | Epoch:43 | Val Acc: 0.6044
 Best site-Indian_utk                | Epoch:43 | Val Acc: 0.5311
 Best site-Black_utk                 | Epoch:43 | Val Acc: 0.5238
 Best site-Black_utk                 | Epoch:43 | Val Acc: 0.4922
 Best site-Others_utk                | Epoch:43 | Val Acc: 0.6667
 Best site-Others_utk                | Epoch:43 | Val Acc: 0.6270
 Best site-Southeast_Asian           | Epoch:43 | Val Acc: 0.5000
 Best site-Southeast_Asian           | Epoch:43 | Val Acc: 0.4535
 Best site-Middle_Eastern_gan        | Epoch:43 | Val Acc: 0.5789
 Best site-Middle_Eastern_gan        | Epoch:43 | Val Acc: 0.5345
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 44 ============
 Site-White_utk                     | Train Loss: 1.7236 | Train Acc: 0.4088
 Site-White_utk                     | Train Loss: 1.7364 | Train Acc: 0.4054
 Site-East_Asian                    | Train Loss: 1.6022 | Train Acc: 0.5025
 Site-East_Asian                    | Train Loss: 1.5935 | Train Acc: 0.4868
 Site-Indian_utk                    | Train Loss: 1.6611 | Train Acc: 0.4964
 Site-Indian_utk                    | Train Loss: 1.5807 | Train Acc: 0.5572
 Site-Black_utk                     | Train Loss: 1.6632 | Train Acc: 0.4375
 Site-Black_utk                     | Train Loss: 1.6944 | Train Acc: 0.4688
 Site-Others_utk                    | Train Loss: 1.5240 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.4794 | Train Acc: 0.6190
 Site-Southeast_Asian               | Train Loss: 1.6773 | Train Acc: 0.4651
 Site-Southeast_Asian               | Train Loss: 1.7438 | Train Acc: 0.4496
 Site-Middle_Eastern_gan            | Train Loss: 1.0739 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.6065 | Train Acc: 0.5057
Average Train Accuracy: 0.5265
 Site-White_utk                     | Val  Loss: 1.7484 | Val  Acc: 0.4365
 Site-White_utk                     | Val  Loss: 1.7344 | Val  Acc: 0.4223
 Site-East_Asian                    | Val  Loss: 1.5786 | Val  Acc: 0.4627
 Site-East_Asian                    | Val  Loss: 1.5870 | Val  Acc: 0.4801
 Site-Indian_utk                    | Val  Loss: 1.5550 | Val  Acc: 0.5824
 Site-Indian_utk                    | Val  Loss: 1.5683 | Val  Acc: 0.5604
 Site-Black_utk                     | Val  Loss: 1.7367 | Val  Acc: 0.5476
 Site-Black_utk                     | Val  Loss: 1.7065 | Val  Acc: 0.5000
 Site-Others_utk                    | Val  Loss: 1.4455 | Val  Acc: 0.6667
 Site-Others_utk                    | Val  Loss: 1.4572 | Val  Acc: 0.6508
 Site-Southeast_Asian               | Val  Loss: 1.7666 | Val  Acc: 0.5000
 Site-Southeast_Asian               | Val  Loss: 1.7371 | Val  Acc: 0.4767
 Site-Middle_Eastern_gan            | Val  Loss: 1.4612 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.5811 | Val  Acc: 0.5517
Average Valid Accuracy: 0.5335
 Best site-White_utk                 | Epoch:44 | Val Acc: 0.4365
 Best site-White_utk                 | Epoch:44 | Val Acc: 0.4223
 Best site-East_Asian                | Epoch:44 | Val Acc: 0.4627
 Best site-East_Asian                | Epoch:44 | Val Acc: 0.4801
 Best site-Indian_utk                | Epoch:44 | Val Acc: 0.5824
 Best site-Indian_utk                | Epoch:44 | Val Acc: 0.5604
 Best site-Black_utk                 | Epoch:44 | Val Acc: 0.5476
 Best site-Black_utk                 | Epoch:44 | Val Acc: 0.5000
 Best site-Others_utk                | Epoch:44 | Val Acc: 0.6667
 Best site-Others_utk                | Epoch:44 | Val Acc: 0.6508
 Best site-Southeast_Asian           | Epoch:44 | Val Acc: 0.5000
 Best site-Southeast_Asian           | Epoch:44 | Val Acc: 0.4767
 Best site-Middle_Eastern_gan        | Epoch:44 | Val Acc: 0.6316
 Best site-Middle_Eastern_gan        | Epoch:44 | Val Acc: 0.5517
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 45 ============
 Site-White_utk                     | Train Loss: 1.7098 | Train Acc: 0.4324
 Site-White_utk                     | Train Loss: 1.7320 | Train Acc: 0.4020
 Site-East_Asian                    | Train Loss: 1.5763 | Train Acc: 0.5025
 Site-East_Asian                    | Train Loss: 1.5830 | Train Acc: 0.4818
 Site-Indian_utk                    | Train Loss: 1.6061 | Train Acc: 0.5547
 Site-Indian_utk                    | Train Loss: 1.5888 | Train Acc: 0.5596
 Site-Black_utk                     | Train Loss: 1.6367 | Train Acc: 0.4844
 Site-Black_utk                     | Train Loss: 1.6836 | Train Acc: 0.5052
 Site-Others_utk                    | Train Loss: 1.5289 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.4650 | Train Acc: 0.6190
 Site-Southeast_Asian               | Train Loss: 1.6473 | Train Acc: 0.4884
 Site-Southeast_Asian               | Train Loss: 1.8631 | Train Acc: 0.4574
 Site-Middle_Eastern_gan            | Train Loss: 1.0641 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5489 | Train Acc: 0.5287
Average Train Accuracy: 0.5418
 Site-White_utk                     | Val  Loss: 1.7491 | Val  Acc: 0.4569
 Site-White_utk                     | Val  Loss: 1.7210 | Val  Acc: 0.4324
 Site-East_Asian                    | Val  Loss: 1.6076 | Val  Acc: 0.4552
 Site-East_Asian                    | Val  Loss: 1.5806 | Val  Acc: 0.4801
 Site-Indian_utk                    | Val  Loss: 1.5566 | Val  Acc: 0.5604
 Site-Indian_utk                    | Val  Loss: 1.5772 | Val  Acc: 0.5421
 Site-Black_utk                     | Val  Loss: 1.6911 | Val  Acc: 0.5714
 Site-Black_utk                     | Val  Loss: 1.7028 | Val  Acc: 0.4766
 Site-Others_utk                    | Val  Loss: 1.4901 | Val  Acc: 0.6429
 Site-Others_utk                    | Val  Loss: 1.4439 | Val  Acc: 0.6587
 Site-Southeast_Asian               | Val  Loss: 1.7529 | Val  Acc: 0.4643
 Site-Southeast_Asian               | Val  Loss: 1.7815 | Val  Acc: 0.4070
 Site-Middle_Eastern_gan            | Val  Loss: 1.4692 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.5708 | Val  Acc: 0.5517
Average Valid Accuracy: 0.5237
============ Train epoch 46 ============
 Site-White_utk                     | Train Loss: 1.6996 | Train Acc: 0.4358
 Site-White_utk                     | Train Loss: 1.7241 | Train Acc: 0.4099
 Site-East_Asian                    | Train Loss: 1.5790 | Train Acc: 0.5124
 Site-East_Asian                    | Train Loss: 1.5782 | Train Acc: 0.4752
 Site-Indian_utk                    | Train Loss: 1.5730 | Train Acc: 0.5109
 Site-Indian_utk                    | Train Loss: 1.5840 | Train Acc: 0.5547
 Site-Black_utk                     | Train Loss: 1.6409 | Train Acc: 0.4375
 Site-Black_utk                     | Train Loss: 1.6830 | Train Acc: 0.4792
 Site-Others_utk                    | Train Loss: 1.5093 | Train Acc: 0.6190
 Site-Others_utk                    | Train Loss: 1.4533 | Train Acc: 0.6085
 Site-Southeast_Asian               | Train Loss: 1.6678 | Train Acc: 0.4651
 Site-Southeast_Asian               | Train Loss: 1.4817 | Train Acc: 0.4574
 Site-Middle_Eastern_gan            | Train Loss: 1.0606 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5579 | Train Acc: 0.5287
Average Train Accuracy: 0.5329
 Site-White_utk                     | Val  Loss: 1.7551 | Val  Acc: 0.4112
 Site-White_utk                     | Val  Loss: 1.7142 | Val  Acc: 0.4206
 Site-East_Asian                    | Val  Loss: 1.5681 | Val  Acc: 0.4776
 Site-East_Asian                    | Val  Loss: 1.5733 | Val  Acc: 0.4751
 Site-Indian_utk                    | Val  Loss: 1.5650 | Val  Acc: 0.5714
 Site-Indian_utk                    | Val  Loss: 1.5600 | Val  Acc: 0.5495
 Site-Black_utk                     | Val  Loss: 1.7215 | Val  Acc: 0.5000
 Site-Black_utk                     | Val  Loss: 1.6802 | Val  Acc: 0.4688
 Site-Others_utk                    | Val  Loss: 1.4674 | Val  Acc: 0.6667
 Site-Others_utk                    | Val  Loss: 1.4322 | Val  Acc: 0.6667
 Site-Southeast_Asian               | Val  Loss: 1.7224 | Val  Acc: 0.5000
 Site-Southeast_Asian               | Val  Loss: 1.7392 | Val  Acc: 0.4419
 Site-Middle_Eastern_gan            | Val  Loss: 1.4873 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.5546 | Val  Acc: 0.5345
Average Valid Accuracy: 0.5225
============ Train epoch 47 ============
 Site-White_utk                     | Train Loss: 1.6929 | Train Acc: 0.4324
 Site-White_utk                     | Train Loss: 1.7131 | Train Acc: 0.4133
 Site-East_Asian                    | Train Loss: 1.4968 | Train Acc: 0.5075
 Site-East_Asian                    | Train Loss: 1.5735 | Train Acc: 0.4851
 Site-Indian_utk                    | Train Loss: 1.5421 | Train Acc: 0.5036
 Site-Indian_utk                    | Train Loss: 1.5575 | Train Acc: 0.5620
 Site-Black_utk                     | Train Loss: 1.6365 | Train Acc: 0.4531
 Site-Black_utk                     | Train Loss: 1.6893 | Train Acc: 0.4740
 Site-Others_utk                    | Train Loss: 1.5142 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.4514 | Train Acc: 0.6349
 Site-Southeast_Asian               | Train Loss: 1.6342 | Train Acc: 0.4419
 Site-Southeast_Asian               | Train Loss: 1.7801 | Train Acc: 0.4651
 Site-Middle_Eastern_gan            | Train Loss: 1.0541 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5381 | Train Acc: 0.5172
Average Train Accuracy: 0.5328
 Site-White_utk                     | Val  Loss: 1.7474 | Val  Acc: 0.4619
 Site-White_utk                     | Val  Loss: 1.7108 | Val  Acc: 0.4358
 Site-East_Asian                    | Val  Loss: 1.5711 | Val  Acc: 0.4776
 Site-East_Asian                    | Val  Loss: 1.5610 | Val  Acc: 0.4950
 Site-Indian_utk                    | Val  Loss: 1.5583 | Val  Acc: 0.5495
 Site-Indian_utk                    | Val  Loss: 1.5602 | Val  Acc: 0.5641
 Site-Black_utk                     | Val  Loss: 1.7130 | Val  Acc: 0.5476
 Site-Black_utk                     | Val  Loss: 1.6799 | Val  Acc: 0.4766
 Site-Others_utk                    | Val  Loss: 1.4409 | Val  Acc: 0.6667
 Site-Others_utk                    | Val  Loss: 1.4378 | Val  Acc: 0.6667
 Site-Southeast_Asian               | Val  Loss: 1.7137 | Val  Acc: 0.4643
 Site-Southeast_Asian               | Val  Loss: 1.7323 | Val  Acc: 0.4535
 Site-Middle_Eastern_gan            | Val  Loss: 1.4907 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.5751 | Val  Acc: 0.5345
Average Valid Accuracy: 0.5304
============ Train epoch 48 ============
 Site-White_utk                     | Train Loss: 1.6836 | Train Acc: 0.4223
 Site-White_utk                     | Train Loss: 1.7109 | Train Acc: 0.4291
 Site-East_Asian                    | Train Loss: 1.5283 | Train Acc: 0.4876
 Site-East_Asian                    | Train Loss: 1.5798 | Train Acc: 0.4884
 Site-Indian_utk                    | Train Loss: 1.5387 | Train Acc: 0.5328
 Site-Indian_utk                    | Train Loss: 1.5655 | Train Acc: 0.5620
 Site-Black_utk                     | Train Loss: 1.6456 | Train Acc: 0.4688
 Site-Black_utk                     | Train Loss: 1.6718 | Train Acc: 0.4844
 Site-Others_utk                    | Train Loss: 1.5257 | Train Acc: 0.5714
 Site-Others_utk                    | Train Loss: 1.4297 | Train Acc: 0.6296
 Site-Southeast_Asian               | Train Loss: 1.6918 | Train Acc: 0.4651
 Site-Southeast_Asian               | Train Loss: 1.4850 | Train Acc: 0.4729
 Site-Middle_Eastern_gan            | Train Loss: 1.0480 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.6127 | Train Acc: 0.5172
Average Train Accuracy: 0.5355
 Site-White_utk                     | Val  Loss: 1.7372 | Val  Acc: 0.4213
 Site-White_utk                     | Val  Loss: 1.7020 | Val  Acc: 0.4307
 Site-East_Asian                    | Val  Loss: 1.5641 | Val  Acc: 0.4776
 Site-East_Asian                    | Val  Loss: 1.5644 | Val  Acc: 0.5000
 Site-Indian_utk                    | Val  Loss: 1.5377 | Val  Acc: 0.6154
 Site-Indian_utk                    | Val  Loss: 1.5499 | Val  Acc: 0.5531
 Site-Black_utk                     | Val  Loss: 1.7012 | Val  Acc: 0.5238
 Site-Black_utk                     | Val  Loss: 1.6815 | Val  Acc: 0.4766
 Site-Others_utk                    | Val  Loss: 1.4571 | Val  Acc: 0.6667
 Site-Others_utk                    | Val  Loss: 1.4252 | Val  Acc: 0.6746
 Site-Southeast_Asian               | Val  Loss: 1.7105 | Val  Acc: 0.5000
 Site-Southeast_Asian               | Val  Loss: 1.7341 | Val  Acc: 0.4419
 Site-Middle_Eastern_gan            | Val  Loss: 1.4809 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.5599 | Val  Acc: 0.5517
Average Valid Accuracy: 0.5295
============ Train epoch 49 ============
 Site-White_utk                     | Train Loss: 1.6810 | Train Acc: 0.4358
 Site-White_utk                     | Train Loss: 1.7026 | Train Acc: 0.4279
 Site-East_Asian                    | Train Loss: 1.4361 | Train Acc: 0.5025
 Site-East_Asian                    | Train Loss: 1.5757 | Train Acc: 0.4917
 Site-Indian_utk                    | Train Loss: 1.5962 | Train Acc: 0.5255
 Site-Indian_utk                    | Train Loss: 1.5458 | Train Acc: 0.5426
 Site-Black_utk                     | Train Loss: 1.6031 | Train Acc: 0.4531
 Site-Black_utk                     | Train Loss: 1.6703 | Train Acc: 0.4896
 Site-Others_utk                    | Train Loss: 1.5091 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.4418 | Train Acc: 0.6349
 Site-Southeast_Asian               | Train Loss: 1.6749 | Train Acc: 0.4419
 Site-Southeast_Asian               | Train Loss: 1.8177 | Train Acc: 0.4419
 Site-Middle_Eastern_gan            | Train Loss: 1.0582 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5380 | Train Acc: 0.5287
Average Train Accuracy: 0.5346
 Site-White_utk                     | Val  Loss: 1.7256 | Val  Acc: 0.4264
 Site-White_utk                     | Val  Loss: 1.6933 | Val  Acc: 0.4459
 Site-East_Asian                    | Val  Loss: 1.5580 | Val  Acc: 0.4776
 Site-East_Asian                    | Val  Loss: 1.5601 | Val  Acc: 0.4925
 Site-Indian_utk                    | Val  Loss: 1.5422 | Val  Acc: 0.6264
 Site-Indian_utk                    | Val  Loss: 1.5471 | Val  Acc: 0.5458
