===2023-08-05 09:38:02===
===Setting===
    dataset: officehome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[21,27,35,45,58,75,97,126,163,210,30,45,68,101,152,61,122,85,
client_nums=[10,5,2,1,]
len_dataset=[1435,664,307,142,]
domain number = 4
============ Train epoch 0 ============
 Site-Art                           | Train Loss: 3.6917 | Train Acc: 0.6190
 Site-Art                           | Val  Loss: 0.9136 | Val  Acc: 0.8214
 Site-RealWorld                     | Val  Loss: 0.3473 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.5295 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.8531 | Val  Acc: 0.8000
 Site-RealWorld                     | Val  Loss: 0.4925 | Val  Acc: 0.8060
 Site-RealWorld                     | Val  Loss: 0.6483 | Val  Acc: 0.8515
 Site-Clipart                       | Val  Loss: 1.6039 | Val  Acc: 0.6000
 Site-Clipart                       | Val  Loss: 1.5722 | Val  Acc: 0.6543
 Site-Product                       | Val  Loss: 0.7803 | Val  Acc: 0.8929
Average Valid Accuracy: 0.8297
============ Train epoch 19 ============
 Site-Art                           | Train Loss: 1.1591 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 1.0870 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 1.0000 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 1.0549 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 1.0371 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.8628 | Train Acc: 0.8533
 Site-Art                           | Train Loss: 0.6322 | Train Acc: 0.8866
 Site-Art                           | Train Loss: 0.7112 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.8182 | Train Acc: 0.8528
 Site-Art                           | Train Loss: 0.4452 | Train Acc: 0.9667
 Site-RealWorld                     | Train Loss: 0.8012 | Train Acc: 0.8000
 Site-RealWorld                     | Train Loss: 0.5801 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4574 | Train Acc: 0.8382
 Site-RealWorld                     | Train Loss: 0.8900 | Train Acc: 0.8416
 Site-RealWorld                     | Train Loss: 0.4593 | Train Acc: 0.9079
 Site-Clipart                       | Train Loss: 1.1549 | Train Acc: 0.8197
 Site-Clipart                       | Train Loss: 1.5362 | Train Acc: 0.6311
 Site-Product                       | Train Loss: 0.8243 | Train Acc: 0.9059
Average Train Accuracy: 0.8412
 Site-Art                           | Val  Loss: 0.8971 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 1.1266 | Val  Acc: 0.8333
 Site-Art                           | Val  Loss: 0.8672 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.6584 | Val  Acc: 0.9000
 Site-Art                           | Val  Loss: 0.9371 | Val  Acc: 0.8718
 Site-Art                           | Val  Loss: 0.7211 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 1.1627 | Val  Acc: 0.8462
 Site-Art                           | Val  Loss: 0.7890 | Val  Acc: 0.8810
 Site-Art                           | Val  Loss: 0.7602 | Val  Acc: 0.8426
 Site-Art                           | Val  Loss: 0.8201 | Val  Acc: 0.8143
 Site-RealWorld                     | Val  Loss: 0.2692 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.4636 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.8851 | Val  Acc: 0.8000
 Site-RealWorld                     | Val  Loss: 0.4402 | Val  Acc: 0.8358
 Site-RealWorld                     | Val  Loss: 0.6392 | Val  Acc: 0.8416
 Site-Clipart                       | Val  Loss: 1.5598 | Val  Acc: 0.6500
 Site-Clipart                       | Val  Loss: 1.5165 | Val  Acc: 0.6420
 Site-Product                       | Val  Loss: 0.7666 | Val  Acc: 0.8571
Average Valid Accuracy: 0.8496
 Best site-Art                       | Epoch:19 | Val Acc: 1.0000
 Best site-Art                       | Epoch:19 | Val Acc: 0.8333
 Best site-Art                       | Epoch:19 | Val Acc: 0.9130
 Best site-Art                       | Epoch:19 | Val Acc: 0.9000
 Best site-Art                       | Epoch:19 | Val Acc: 0.8718
 Best site-Art                       | Epoch:19 | Val Acc: 0.8800
 Best site-Art                       | Epoch:19 | Val Acc: 0.8462
 Best site-Art                       | Epoch:19 | Val Acc: 0.8810
 Best site-Art                       | Epoch:19 | Val Acc: 0.8426
 Best site-Art                       | Epoch:19 | Val Acc: 0.8143
 Best site-RealWorld                 | Epoch:19 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:19 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:19 | Val Acc: 0.8000
 Best site-RealWorld                 | Epoch:19 | Val Acc: 0.8358
 Best site-RealWorld                 | Epoch:19 | Val Acc: 0.8416
 Best site-Clipart                   | Epoch:19 | Val Acc: 0.6500
 Best site-Clipart                   | Epoch:19 | Val Acc: 0.6420
 Best site-Product                   | Epoch:19 | Val Acc: 0.8571
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 20 ============
 Site-Art                           | Train Loss: 0.9629 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.9309 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.9550 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 1.1228 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 1.0395 | Train Acc: 0.7414
 Site-Art                           | Train Loss: 0.8445 | Train Acc: 0.8533
 Site-Art                           | Train Loss: 0.6539 | Train Acc: 0.8557
 Site-Art                           | Train Loss: 0.6978 | Train Acc: 0.8810
 Site-Art                           | Train Loss: 0.7095 | Train Acc: 0.8712
 Site-Art                           | Train Loss: 0.3850 | Train Acc: 0.9714
 Site-RealWorld                     | Train Loss: 0.7163 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.5324 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.7887 | Train Acc: 0.7941
 Site-RealWorld                     | Train Loss: 0.7254 | Train Acc: 0.8713
 Site-RealWorld                     | Train Loss: 0.5767 | Train Acc: 0.9342
 Site-Clipart                       | Train Loss: 1.3185 | Train Acc: 0.7377
 Site-Clipart                       | Train Loss: 1.4891 | Train Acc: 0.6721
 Site-Product                       | Train Loss: 0.8581 | Train Acc: 0.8471
Average Train Accuracy: 0.8336
 Site-Art                           | Val  Loss: 0.8311 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 1.2528 | Val  Acc: 0.8333
 Site-Art                           | Val  Loss: 0.8133 | Val  Acc: 0.7826
 Site-Art                           | Val  Loss: 0.5365 | Val  Acc: 0.9333
 Site-Art                           | Val  Loss: 0.8694 | Val  Acc: 0.8462
 Site-Art                           | Val  Loss: 0.7945 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 1.0082 | Val  Acc: 0.8615
 Site-Art                           | Val  Loss: 0.7003 | Val  Acc: 0.8571
 Site-Art                           | Val  Loss: 0.7459 | Val  Acc: 0.8704
 Site-Art                           | Val  Loss: 0.7865 | Val  Acc: 0.8357
 Site-RealWorld                     | Val  Loss: 0.2642 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.4275 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.7384 | Val  Acc: 0.8889
 Site-RealWorld                     | Val  Loss: 0.5392 | Val  Acc: 0.8358
 Site-RealWorld                     | Val  Loss: 0.5448 | Val  Acc: 0.8713
 Site-Clipart                       | Val  Loss: 1.4182 | Val  Acc: 0.6250
 Site-Clipart                       | Val  Loss: 1.5190 | Val  Acc: 0.7037
 Site-Product                       | Val  Loss: 0.7778 | Val  Acc: 0.9107
Average Valid Accuracy: 0.8526
 Best site-Art                       | Epoch:20 | Val Acc: 0.9286
 Best site-Art                       | Epoch:20 | Val Acc: 0.8333
 Best site-Art                       | Epoch:20 | Val Acc: 0.7826
 Best site-Art                       | Epoch:20 | Val Acc: 0.9333
 Best site-Art                       | Epoch:20 | Val Acc: 0.8462
 Best site-Art                       | Epoch:20 | Val Acc: 0.8800
 Best site-Art                       | Epoch:20 | Val Acc: 0.8615
 Best site-Art                       | Epoch:20 | Val Acc: 0.8571
 Best site-Art                       | Epoch:20 | Val Acc: 0.8704
 Best site-Art                       | Epoch:20 | Val Acc: 0.8357
 Best site-RealWorld                 | Epoch:20 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:20 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:20 | Val Acc: 0.8889
 Best site-RealWorld                 | Epoch:20 | Val Acc: 0.8358
 Best site-RealWorld                 | Epoch:20 | Val Acc: 0.8713
 Best site-Clipart                   | Epoch:20 | Val Acc: 0.6250
 Best site-Clipart                   | Epoch:20 | Val Acc: 0.7037
 Best site-Product                   | Epoch:20 | Val Acc: 0.9107
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 21 ============
 Site-Art                           | Train Loss: 1.1352 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 1.0049 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 1.1328 | Train Acc: 0.6286
 Site-Art                           | Train Loss: 1.0086 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.9476 | Train Acc: 0.7586
 Site-Art                           | Train Loss: 0.6822 | Train Acc: 0.9067
 Site-Art                           | Train Loss: 0.7258 | Train Acc: 0.8557
 Site-Art                           | Train Loss: 0.6927 | Train Acc: 0.8651
 Site-Art                           | Train Loss: 0.8496 | Train Acc: 0.8466
 Site-Art                           | Train Loss: 0.4117 | Train Acc: 0.9667
 Site-RealWorld                     | Train Loss: 0.5873 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.5490 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.6164 | Train Acc: 0.8529
 Site-RealWorld                     | Train Loss: 0.7467 | Train Acc: 0.8218
 Site-RealWorld                     | Train Loss: 0.3957 | Train Acc: 0.9276
 Site-Clipart                       | Train Loss: 1.2770 | Train Acc: 0.6885
 Site-Clipart                       | Train Loss: 1.3576 | Train Acc: 0.6967
 Site-Product                       | Train Loss: 0.8542 | Train Acc: 0.8588
Average Train Accuracy: 0.8283
 Site-Art                           | Val  Loss: 1.1067 | Val  Acc: 0.7143
 Site-Art                           | Val  Loss: 1.1909 | Val  Acc: 0.8333
 Site-Art                           | Val  Loss: 0.7533 | Val  Acc: 0.7826
 Site-Art                           | Val  Loss: 0.5738 | Val  Acc: 0.9333
 Site-Art                           | Val  Loss: 0.9583 | Val  Acc: 0.7949
 Site-Art                           | Val  Loss: 0.7749 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 1.3244 | Val  Acc: 0.8769
 Site-Art                           | Val  Loss: 0.7632 | Val  Acc: 0.8452
 Site-Art                           | Val  Loss: 0.7408 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.7364 | Val  Acc: 0.8714
 Site-RealWorld                     | Val  Loss: 0.2341 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3352 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.6870 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.4228 | Val  Acc: 0.8507
 Site-RealWorld                     | Val  Loss: 0.5949 | Val  Acc: 0.8812
 Site-Clipart                       | Val  Loss: 1.5595 | Val  Acc: 0.6750
 Site-Clipart                       | Val  Loss: 1.3583 | Val  Acc: 0.6543
 Site-Product                       | Val  Loss: 0.7949 | Val  Acc: 0.8214
Average Valid Accuracy: 0.8446
============ Train epoch 22 ============
 Site-Art                           | Train Loss: 0.9330 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 1.0000 | Train Acc: 0.8519
 Site-Art                           | Train Loss: 0.9903 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 1.1383 | Train Acc: 0.7556
 Site-Art                           | Train Loss: 0.9115 | Train Acc: 0.7931
 Site-Art                           | Train Loss: 0.8313 | Train Acc: 0.8133
 Site-Art                           | Train Loss: 0.7776 | Train Acc: 0.8351
 Site-Art                           | Train Loss: 0.6617 | Train Acc: 0.8651
 Site-Art                           | Train Loss: 0.6977 | Train Acc: 0.8896
 Site-Art                           | Train Loss: 0.3656 | Train Acc: 0.9571
 Site-RealWorld                     | Train Loss: 0.7308 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.5102 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4316 | Train Acc: 0.8382
 Site-RealWorld                     | Train Loss: 0.7878 | Train Acc: 0.8317
 Site-RealWorld                     | Train Loss: 0.4155 | Train Acc: 0.9342
 Site-Clipart                       | Train Loss: 1.0947 | Train Acc: 0.7705
 Site-Clipart                       | Train Loss: 1.4270 | Train Acc: 0.6721
 Site-Product                       | Train Loss: 0.8675 | Train Acc: 0.8824
Average Train Accuracy: 0.8357
 Site-Art                           | Val  Loss: 0.8983 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 1.0406 | Val  Acc: 0.8333
 Site-Art                           | Val  Loss: 0.5685 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.5290 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.8208 | Val  Acc: 0.8205
 Site-Art                           | Val  Loss: 0.6447 | Val  Acc: 0.8400
 Site-Art                           | Val  Loss: 1.0931 | Val  Acc: 0.8923
 Site-Art                           | Val  Loss: 0.6801 | Val  Acc: 0.8571
 Site-Art                           | Val  Loss: 0.7260 | Val  Acc: 0.8426
 Site-Art                           | Val  Loss: 0.8925 | Val  Acc: 0.8214
 Site-RealWorld                     | Val  Loss: 0.1840 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.3442 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.6227 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.4519 | Val  Acc: 0.8060
 Site-RealWorld                     | Val  Loss: 0.5946 | Val  Acc: 0.8812
 Site-Clipart                       | Val  Loss: 1.3731 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.4693 | Val  Acc: 0.7037
 Site-Product                       | Val  Loss: 0.7086 | Val  Acc: 0.8750
Average Valid Accuracy: 0.8638
 Best site-Art                       | Epoch:22 | Val Acc: 0.9286
 Best site-Art                       | Epoch:22 | Val Acc: 0.8333
 Best site-Art                       | Epoch:22 | Val Acc: 0.9130
 Best site-Art                       | Epoch:22 | Val Acc: 0.9667
 Best site-Art                       | Epoch:22 | Val Acc: 0.8205
 Best site-Art                       | Epoch:22 | Val Acc: 0.8400
 Best site-Art                       | Epoch:22 | Val Acc: 0.8923
 Best site-Art                       | Epoch:22 | Val Acc: 0.8571
 Best site-Art                       | Epoch:22 | Val Acc: 0.8426
 Best site-Art                       | Epoch:22 | Val Acc: 0.8214
 Best site-RealWorld                 | Epoch:22 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:22 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:22 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:22 | Val Acc: 0.8060
 Best site-RealWorld                 | Epoch:22 | Val Acc: 0.8812
 Best site-Clipart                   | Epoch:22 | Val Acc: 0.7500
 Best site-Clipart                   | Epoch:22 | Val Acc: 0.7037
 Best site-Product                   | Epoch:22 | Val Acc: 0.8750
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 23 ============
 Site-Art                           | Train Loss: 0.8273 | Train Acc: 0.8571
